County,State,Area name,Cty-St
143,27,Sibley County,Sibley County-MN
145,27,Stearns County,Stearns County-MN
147,27,Steele County,Steele County-MN
149,27,Stevens County,Stevens County-MN
151,27,Swift County,Swift County-MN
153,27,Todd County,Todd County-MN
155,27,Traverse County,Traverse County-MN
157,27,Wabasha County,Wabasha County-MN
159,27,Wadena County,Wadena County-MN
161,27,Waseca County,Waseca County-MN
163,27,Washington County,Washington County-MN
165,27,Watonwan County,Watonwan County-MN
167,27,Wilkin County,Wilkin County-MN
169,27,Winona County,Winona County-MN
171,27,Wright County,Wright County-MN
173,27,Yellow Medicine County,Yellow Medicine County-MN
000,28,Mississippi,Mississippi-MS
001,28,Adams County,Adams County-MS
003,28,Alcorn County,Alcorn County-MS
005,28,Amite County,Amite County-MS
007,28,Attala County,Attala County-MS
009,28,Benton County,Benton County-MS
011,28,Bolivar County,Bolivar County-MS
013,28,Calhoun County,Calhoun County-MS
015,28,Carroll County,Carroll County-MS
017,28,Chickasaw County,Chickasaw County-MS
019,28,Choctaw County,Choctaw County-MS
021,28,Claiborne County,Claiborne County-MS
023,28,Clarke County,Clarke County-MS
025,28,Clay County,Clay County-MS
027,28,Coahoma County,Coahoma County-MS
029,28,Copiah County,Copiah County-MS
031,28,Covington County,Covington County-MS
033,28,DeSoto County,DeSoto County-MS
035,28,Forrest County,Forrest County-MS
037,28,Franklin County,Franklin County-MS
039,28,George County,George County-MS
041,28,Greene County,Greene County-MS
043,28,Grenada County,Grenada County-MS
045,28,Hancock County,Hancock County-MS
047,28,Harrison County,Harrison County-MS
049,28,Hinds County,Hinds County-MS
051,28,Holmes County,Holmes County-MS
053,28,Humphreys County,Humphreys County-MS
055,28,Issaquena County,Issaquena County-MS
057,28,Itawamba County,Itawamba County-MS
059,28,Jackson County,Jackson County-MS
061,28,Jasper County,Jasper County-MS
063,28,Jefferson County,Jefferson County-MS
065,28,Jefferson Davis County,Jefferson Davis County-MS
067,28,Jones County,Jones County-MS
069,28,Kemper County,Kemper County-MS
071,28,Lafayette County,Lafayette County-MS
073,28,Lamar County,Lamar County-MS
075,28,Lauderdale County,Lauderdale County-MS
077,28,Lawrence County,Lawrence County-MS
079,28,Leake County,Leake County-MS
081,28,Lee County,Lee County-MS
083,28,Leflore County,Leflore County-MS
085,28,Lincoln County,Lincoln County-MS
087,28,Lowndes County,Lowndes County-MS
089,28,Madison County,Madison County-MS
091,28,Marion County,Marion County-MS
093,28,Marshall County,Marshall County-MS
095,28,Monroe County,Monroe County-MS
097,28,Montgomery County,Montgomery County-MS
099,28,Neshoba County,Neshoba County-MS
101,28,Newton County,Newton County-MS
103,28,Noxubee County,Noxubee County-MS
105,28,Oktibbeha County,Oktibbeha County-MS
107,28,Panola County,Panola County-MS
109,28,Pearl River County,Pearl River County-MS
111,28,Perry County,Perry County-MS
113,28,Pike County,Pike County-MS
115,28,Pontotoc County,Pontotoc County-MS
117,28,Prentiss County,Prentiss County-MS
119,28,Quitman County,Quitman County-MS
121,28,Rankin County,Rankin County-MS
123,28,Scott County,Scott County-MS
125,28,Sharkey County,Sharkey County-MS
127,28,Simpson County,Simpson County-MS
129,28,Smith County,Smith County-MS
131,28,Stone County,Stone County-MS
133,28,Sunflower County,Sunflower County-MS
135,28,Tallahatchie County,Tallahatchie County-MS
137,28,Tate County,Tate County-MS
139,28,Tippah County,Tippah County-MS
141,28,Tishomingo County,Tishomingo County-MS
143,28,Tunica County,Tunica County-MS
145,28,Union County,Union County-MS
147,28,Walthall County,Walthall County-MS
149,28,Warren County,Warren County-MS
151,28,Washington County,Washington County-MS
153,28,Wayne County,Wayne County-MS
155,28,Webster County,Webster County-MS
157,28,Wilkinson County,Wilkinson County-MS
159,28,Winston County,Winston County-MS
161,28,Yalobusha County,Yalobusha County-MS
163,28,Yazoo County,Yazoo County-MS
000,29,Missouri,Missouri-MO
001,29,Adair County,Adair County-MO
003,29,Andrew County,Andrew County-MO
005,29,Atchison County,Atchison County-MO
007,29,Audrain County,Audrain County-MO
009,29,Barry County,Barry County-MO
011,29,Barton County,Barton County-MO
013,29,Bates County,Bates County-MO
015,29,Benton County,Benton County-MO
017,29,Bollinger County,Bollinger County-MO
019,29,Boone County,Boone County-MO
021,29,Buchanan County,Buchanan County-MO
023,29,Butler County,Butler County-MO
025,29,Caldwell County,Caldwell County-MO
027,29,Callaway County,Callaway County-MO
029,29,Camden County,Camden County-MO
031,29,Cape Girardeau County,Cape Girardeau County-MO
033,29,Carroll County,Carroll County-MO
035,29,Carter County,Carter County-MO
037,29,Cass County,Cass County-MO
039,29,Cedar County,Cedar County-MO
041,29,Chariton County,Chariton County-MO
043,29,Christian County,Christian County-MO
045,29,Clark County,Clark County-MO
047,29,Clay County,Clay County-MO
049,29,Clinton County,Clinton County-MO
051,29,Cole County,Cole County-MO
053,29,Cooper County,Cooper County-MO
055,29,Crawford County,Crawford County-MO
057,29,Dade County,Dade County-MO
059,29,Dallas County,Dallas County-MO
061,29,Daviess County,Daviess County-MO
063,29,DeKalb County,DeKalb County-MO
065,29,Dent County,Dent County-MO
067,29,Douglas County,Douglas County-MO
069,29,Dunklin County,Dunklin County-MO
071,29,Franklin County,Franklin County-MO
073,29,Gasconade County,Gasconade County-MO
075,29,Gentry County,Gentry County-MO
077,29,Greene County,Greene County-MO
079,29,Grundy County,Grundy County-MO
081,29,Harrison County,Harrison County-MO
083,29,Henry County,Henry County-MO
085,29,Hickory County,Hickory County-MO
087,29,Holt County,Holt County-MO
089,29,Howard County,Howard County-MO
091,29,Howell County,Howell County-MO
093,29,Iron County,Iron County-MO
095,29,Jackson County,Jackson County-MO
097,29,Jasper County,Jasper County-MO
099,29,Jefferson County,Jefferson County-MO
101,29,Johnson County,Johnson County-MO
103,29,Knox County,Knox County-MO
105,29,Laclede County,Laclede County-MO
107,29,Lafayette County,Lafayette County-MO
109,29,Lawrence County,Lawrence County-MO
111,29,Lewis County,Lewis County-MO
113,29,Lincoln County,Lincoln County-MO
115,29,Linn County,Linn County-MO
117,29,Livingston County,Livingston County-MO
119,29,McDonald County,McDonald County-MO
121,29,Macon County,Macon County-MO
123,29,Madison County,Madison County-MO
125,29,Maries County,Maries County-MO
127,29,Marion County,Marion County-MO
129,29,Mercer County,Mercer County-MO
131,29,Miller County,Miller County-MO
133,29,Mississippi County,Mississippi County-MO
135,29,Moniteau County,Moniteau County-MO
137,29,Monroe County,Monroe County-MO
139,29,Montgomery County,Montgomery County-MO
141,29,Morgan County,Morgan County-MO
143,29,New Madrid County,New Madrid County-MO
145,29,Newton County,Newton County-MO
147,29,Nodaway County,Nodaway County-MO
149,29,Oregon County,Oregon County-MO
151,29,Osage County,Osage County-MO
153,29,Ozark County,Ozark County-MO
155,29,Pemiscot County,Pemiscot County-MO
157,29,Perry County,Perry County-MO
159,29,Pettis County,Pettis County-MO
161,29,Phelps County,Phelps County-MO
163,29,Pike County,Pike County-MO
165,29,Platte County,Platte County-MO
167,29,Polk County,Polk County-MO
169,29,Pulaski County,Pulaski County-MO
171,29,Putnam County,Putnam County-MO
173,29,Ralls County,Ralls County-MO
175,29,Randolph County,Randolph County-MO
177,29,Ray County,Ray County-MO
179,29,Reynolds County,Reynolds County-MO
181,29,Ripley County,Ripley County-MO
183,29,St. Charles County,St. Charles County-MO
185,29,St. Clair County,St. Clair County-MO
186,29,Ste. Genevieve County,Ste. Genevieve County-MO
187,29,St. Francois County,St. Francois County-MO
189,29,St. Louis County,St. Louis County-MO
195,29,Saline County,Saline County-MO
197,29,Schuyler County,Schuyler County-MO
199,29,Scotland County,Scotland County-MO
201,29,Scott County,Scott County-MO
203,29,Shannon County,Shannon County-MO
205,29,Shelby County,Shelby County-MO
207,29,Stoddard County,Stoddard County-MO
209,29,Stone County,Stone County-MO
211,29,Sullivan County,Sullivan County-MO
213,29,Taney County,Taney County-MO
215,29,Texas County,Texas County-MO
217,29,Vernon County,Vernon County-MO
219,29,Warren County,Warren County-MO
221,29,Washington County,Washington County-MO
223,29,Wayne County,Wayne County-MO
225,29,Webster County,Webster County-MO
227,29,Worth County,Worth County-MO
229,29,Wright County,Wright County-MO
510,29,St. Louis city,St. Louis city-MO
000,30,Montana,Montana-MT
001,30,Beaverhead County,Beaverhead County-MT
003,30,Big Horn County,Big Horn County-MT
005,30,Blaine County,Blaine County-MT
007,30,Broadwater County,Broadwater County-MT
009,30,Carbon County,Carbon County-MT
011,30,Carter County,Carter County-MT
013,30,Cascade County,Cascade County-MT
015,30,Chouteau County,Chouteau County-MT
017,30,Custer County,Custer County-MT
019,30,Daniels County,Daniels County-MT
021,30,Dawson County,Dawson County-MT
023,30,Deer Lodge County,Deer Lodge County-MT
025,30,Fallon County,Fallon County-MT
027,30,Fergus County,Fergus County-MT
029,30,Flathead County,Flathead County-MT
031,30,Gallatin County,Gallatin County-MT
033,30,Garfield County,Garfield County-MT
035,30,Glacier County,Glacier County-MT
037,30,Golden Valley County,Golden Valley County-MT
039,30,Granite County,Granite County-MT
041,30,Hill County,Hill County-MT
043,30,Jefferson County,Jefferson County-MT
045,30,Judith Basin County,Judith Basin County-MT
047,30,Lake County,Lake County-MT
049,30,Lewis and Clark County,Lewis and Clark County-MT
051,30,Liberty County,Liberty County-MT
053,30,Lincoln County,Lincoln County-MT
055,30,McCone County,McCone County-MT
057,30,Madison County,Madison County-MT
059,30,Meagher County,Meagher County-MT
061,30,Mineral County,Mineral County-MT
063,30,Missoula County,Missoula County-MT
065,30,Musselshell County,Musselshell County-MT
067,30,Park County,Park County-MT
069,30,Petroleum County,Petroleum County-MT
071,30,Phillips County,Phillips County-MT
073,30,Pondera County,Pondera County-MT
075,30,Powder River County,Powder River County-MT
077,30,Powell County,Powell County-MT
079,30,Prairie County,Prairie County-MT
081,30,Ravalli County,Ravalli County-MT
083,30,Richland County,Richland County-MT
085,30,Roosevelt County,Roosevelt County-MT
087,30,Rosebud County,Rosebud County-MT
089,30,Sanders County,Sanders County-MT
091,30,Sheridan County,Sheridan County-MT
093,30,Silver Bow County,Silver Bow County-MT
095,30,Stillwater County,Stillwater County-MT
097,30,Sweet Grass County,Sweet Grass County-MT
099,30,Teton County,Teton County-MT
101,30,Toole County,Toole County-MT
103,30,Treasure County,Treasure County-MT
105,30,Valley County,Valley County-MT
107,30,Wheatland County,Wheatland County-MT
109,30,Wibaux County,Wibaux County-MT
111,30,Yellowstone County,Yellowstone County-MT
000,31,Nebraska,Nebraska-NE
001,31,Adams County,Adams County-NE
003,31,Antelope County,Antelope County-NE
005,31,Arthur County,Arthur County-NE
007,31,Banner County,Banner County-NE
009,31,Blaine County,Blaine County-NE
011,31,Boone County,Boone County-NE
013,31,Box Butte County,Box Butte County-NE
015,31,Boyd County,Boyd County-NE
017,31,Brown County,Brown County-NE
019,31,Buffalo County,Buffalo County-NE
021,31,Burt County,Burt County-NE
023,31,Butler County,Butler County-NE
025,31,Cass County,Cass County-NE
027,31,Cedar County,Cedar County-NE
029,31,Chase County,Chase County-NE
031,31,Cherry County,Cherry County-NE
033,31,Cheyenne County,Cheyenne County-NE
035,31,Clay County,Clay County-NE
037,31,Colfax County,Colfax County-NE
039,31,Cuming County,Cuming County-NE
041,31,Custer County,Custer County-NE
043,31,Dakota County,Dakota County-NE
045,31,Dawes County,Dawes County-NE
047,31,Dawson County,Dawson County-NE
049,31,Deuel County,Deuel County-NE
051,31,Dixon County,Dixon County-NE
053,31,Dodge County,Dodge County-NE
055,31,Douglas County,Douglas County-NE
057,31,Dundy County,Dundy County-NE
059,31,Fillmore County,Fillmore County-NE
061,31,Franklin County,Franklin County-NE
063,31,Frontier County,Frontier County-NE
065,31,Furnas County,Furnas County-NE
067,31,Gage County,Gage County-NE
069,31,Garden County,Garden County-NE
071,31,Garfield County,Garfield County-NE
073,31,Gosper County,Gosper County-NE
075,31,Grant County,Grant County-NE
077,31,Greeley County,Greeley County-NE
079,31,Hall County,Hall County-NE
081,31,Hamilton County,Hamilton County-NE
083,31,Harlan County,Harlan County-NE
085,31,Hayes County,Hayes County-NE
087,31,Hitchcock County,Hitchcock County-NE
089,31,Holt County,Holt County-NE
091,31,Hooker County,Hooker County-NE
093,31,Howard County,Howard County-NE
095,31,Jefferson County,Jefferson County-NE
097,31,Johnson County,Johnson County-NE
099,31,Kearney County,Kearney County-NE
101,31,Keith County,Keith County-NE
103,31,Keya Paha County,Keya Paha County-NE
105,31,Kimball County,Kimball County-NE
107,31,Knox County,Knox County-NE
109,31,Lancaster County,Lancaster County-NE
111,31,Lincoln County,Lincoln County-NE
113,31,Logan County,Logan County-NE
115,31,Loup County,Loup County-NE
117,31,McPherson County,McPherson County-NE
119,31,Madison County,Madison County-NE
121,31,Merrick County,Merrick County-NE
123,31,Morrill County,Morrill County-NE
125,31,Nance County,Nance County-NE
127,31,Nemaha County,Nemaha County-NE
129,31,Nuckolls County,Nuckolls County-NE
131,31,Otoe County,Otoe County-NE
133,31,Pawnee County,Pawnee County-NE
135,31,Perkins County,Perkins County-NE
137,31,Phelps County,Phelps County-NE
139,31,Pierce County,Pierce County-NE
141,31,Platte County,Platte County-NE
143,31,Polk County,Polk County-NE
145,31,Red Willow County,Red Willow County-NE
147,31,Richardson County,Richardson County-NE
149,31,Rock County,Rock County-NE
151,31,Saline County,Saline County-NE
153,31,Sarpy County,Sarpy County-NE
155,31,Saunders County,Saunders County-NE
157,31,Scotts Bluff County,Scotts Bluff County-NE
159,31,Seward County,Seward County-NE
161,31,Sheridan County,Sheridan County-NE
163,31,Sherman County,Sherman County-NE
165,31,Sioux County,Sioux County-NE
167,31,Stanton County,Stanton County-NE
169,31,Thayer County,Thayer County-NE
171,31,Thomas County,Thomas County-NE
173,31,Thurston County,Thurston County-NE
175,31,Valley County,Valley County-NE
177,31,Washington County,Washington County-NE
179,31,Wayne County,Wayne County-NE
181,31,Webster County,Webster County-NE
183,31,Wheeler County,Wheeler County-NE
185,31,York County,York County-NE
000,32,Nevada,Nevada-NV
001,32,Churchill County,Churchill County-NV
003,32,Clark County,Clark County-NV
005,32,Douglas County,Douglas County-NV
007,32,Elko County,Elko County-NV
009,32,Esmeralda County,Esmeralda County-NV
011,32,Eureka County,Eureka County-NV
013,32,Humboldt County,Humboldt County-NV
015,32,Lander County,Lander County-NV
017,32,Lincoln County,Lincoln County-NV
019,32,Lyon County,Lyon County-NV
021,32,Mineral County,Mineral County-NV
023,32,Nye County,Nye County-NV
027,32,Pershing County,Pershing County-NV
029,32,Storey County,Storey County-NV
031,32,Washoe County,Washoe County-NV
033,32,White Pine County,White Pine County-NV
510,32,Carson City,Carson City-NV
000,33,New Hampshire,New Hampshire-NH
001,33,Belknap County,Belknap County-NH
003,33,Carroll County,Carroll County-NH
005,33,Cheshire County,Cheshire County-NH
007,33,Coos County,Coos County-NH
009,33,Grafton County,Grafton County-NH
011,33,Hillsborough County,Hillsborough County-NH
013,33,Merrimack County,Merrimack County-NH
015,33,Rockingham County,Rockingham County-NH
017,33,Strafford County,Strafford County-NH
019,33,Sullivan County,Sullivan County-NH
000,34,New Jersey,New Jersey-NJ
001,34,Atlantic County,Atlantic County-NJ
003,34,Bergen County,Bergen County-NJ
005,34,Burlington County,Burlington County-NJ
007,34,Camden County,Camden County-NJ
009,34,Cape May County,Cape May County-NJ
011,34,Cumberland County,Cumberland County-NJ
013,34,Essex County,Essex County-NJ
015,34,Gloucester County,Gloucester County-NJ
017,34,Hudson County,Hudson County-NJ
019,34,Hunterdon County,Hunterdon County-NJ
021,34,Mercer County,Mercer County-NJ
023,34,Middlesex County,Middlesex County-NJ
025,34,Monmouth County,Monmouth County-NJ
027,34,Morris County,Morris County-NJ
029,34,Ocean County,Ocean County-NJ
031,34,Passaic County,Passaic County-NJ
033,34,Salem County,Salem County-NJ
035,34,Somerset County,Somerset County-NJ
037,34,Sussex County,Sussex County-NJ
039,34,Union County,Union County-NJ
041,34,Warren County,Warren County-NJ
000,35,New Mexico,New Mexico-NM
001,35,Bernalillo County,Bernalillo County-NM
003,35,Catron County,Catron County-NM
005,35,Chaves County,Chaves County-NM
006,35,Cibola County,Cibola County-NM
007,35,Colfax County,Colfax County-NM
009,35,Curry County,Curry County-NM
011,35,De Baca County,De Baca County-NM
013,35,Doña Ana County,Doña Ana County-NM
015,35,Eddy County,Eddy County-NM
017,35,Grant County,Grant County-NM
019,35,Guadalupe County,Guadalupe County-NM
021,35,Harding County,Harding County-NM
023,35,Hidalgo County,Hidalgo County-NM
025,35,Lea County,Lea County-NM
027,35,Lincoln County,Lincoln County-NM
028,35,Los Alamos County,Los Alamos County-NM
029,35,Luna County,Luna County-NM
031,35,McKinley County,McKinley County-NM
033,35,Mora County,Mora County-NM
035,35,Otero County,Otero County-NM
037,35,Quay County,Quay County-NM
039,35,Rio Arriba County,Rio Arriba County-NM
041,35,Roosevelt County,Roosevelt County-NM
043,35,Sandoval County,Sandoval County-NM
045,35,San Juan County,San Juan County-NM
047,35,San Miguel County,San Miguel County-NM
049,35,Santa Fe County,Santa Fe County-NM
051,35,Sierra County,Sierra County-NM
053,35,Socorro County,Socorro County-NM
055,35,Taos County,Taos County-NM
057,35,Torrance County,Torrance County-NM
059,35,Union County,Union County-NM
061,35,Valencia County,Valencia County-NM
000,36,New York,New York-NY
001,36,Albany County,Albany County-NY
003,36,Allegany County,Allegany County-NY
005,36,Bronx County,Bronx County-NY
007,36,Broome County,Broome County-NY
009,36,Cattaraugus County,Cattaraugus County-NY
011,36,Cayuga County,Cayuga County-NY
013,36,Chautauqua County,Chautauqua County-NY
015,36,Chemung County,Chemung County-NY
017,36,Chenango County,Chenango County-NY
019,36,Clinton County,Clinton County-NY
021,36,Columbia County,Columbia County-NY
023,36,Cortland County,Cortland County-NY
025,36,Delaware County,Delaware County-NY
027,36,Dutchess County,Dutchess County-NY
029,36,Erie County,Erie County-NY
031,36,Essex County,Essex County-NY
033,36,Franklin County,Franklin County-NY
035,36,Fulton County,Fulton County-NY
037,36,Genesee County,Genesee County-NY
039,36,Greene County,Greene County-NY
041,36,Hamilton County,Hamilton County-NY
043,36,Herkimer County,Herkimer County-NY
045,36,Jefferson County,Jefferson County-NY
047,36,Kings County,Kings County-NY
049,36,Lewis County,Lewis County-NY
051,36,Livingston County,Livingston County-NY
053,36,Madison County,Madison County-NY
055,36,Monroe County,Monroe County-NY
057,36,Montgomery County,Montgomery County-NY
059,36,Nassau County,Nassau County-NY
061,36,New York County,New York County-NY
063,36,Niagara County,Niagara County-NY
065,36,Oneida County,Oneida County-NY
067,36,Onondaga County,Onondaga County-NY
069,36,Ontario County,Ontario County-NY
071,36,Orange County,Orange County-NY
073,36,Orleans County,Orleans County-NY
075,36,Oswego County,Oswego County-NY
077,36,Otsego County,Otsego County-NY
079,36,Putnam County,Putnam County-NY
081,36,Queens County,Queens County-NY
083,36,Rensselaer County,Rensselaer County-NY
085,36,Richmond County,Richmond County-NY
087,36,Rockland County,Rockland County-NY
089,36,St. Lawrence County,St. Lawrence County-NY
091,36,Saratoga County,Saratoga County-NY
093,36,Schenectady County,Schenectady County-NY
095,36,Schoharie County,Schoharie County-NY
097,36,Schuyler County,Schuyler County-NY
099,36,Seneca County,Seneca County-NY
101,36,Steuben County,Steuben County-NY
103,36,Suffolk County,Suffolk County-NY
105,36,Sullivan County,Sullivan County-NY
107,36,Tioga County,Tioga County-NY
109,36,Tompkins County,Tompkins County-NY
111,36,Ulster County,Ulster County-NY
113,36,Warren County,Warren County-NY
115,36,Washington County,Washington County-NY
117,36,Wayne County,Wayne County-NY
119,36,Westchester County,Westchester County-NY
121,36,Wyoming County,Wyoming County-NY
123,36,Yates County,Yates County-NY
000,37,North Carolina,North Carolina-NC
001,37,Alamance County,Alamance County-NC
003,37,Alexander County,Alexander County-NC
005,37,Alleghany County,Alleghany County-NC
007,37,Anson County,Anson County-NC
009,37,Ashe County,Ashe County-NC
011,37,Avery County,Avery County-NC
013,37,Beaufort County,Beaufort County-NC
015,37,Bertie County,Bertie County-NC
017,37,Bladen County,Bladen County-NC
019,37,Brunswick County,Brunswick County-NC
021,37,Buncombe County,Buncombe County-NC
023,37,Burke County,Burke County-NC
025,37,Cabarrus County,Cabarrus County-NC
027,37,Caldwell County,Caldwell County-NC
029,37,Camden County,Camden County-NC
031,37,Carteret County,Carteret County-NC
033,37,Caswell County,Caswell County-NC
035,37,Catawba County,Catawba County-NC
037,37,Chatham County,Chatham County-NC
039,37,Cherokee County,Cherokee County-NC
041,37,Chowan County,Chowan County-NC
043,37,Clay County,Clay County-NC
045,37,Cleveland County,Cleveland County-NC
047,37,Columbus County,Columbus County-NC
049,37,Craven County,Craven County-NC
051,37,Cumberland County,Cumberland County-NC
053,37,Currituck County,Currituck County-NC
055,37,Dare County,Dare County-NC
057,37,Davidson County,Davidson County-NC
059,37,Davie County,Davie County-NC
061,37,Duplin County,Duplin County-NC
063,37,Durham County,Durham County-NC
065,37,Edgecombe County,Edgecombe County-NC
067,37,Forsyth County,Forsyth County-NC
069,37,Franklin County,Franklin County-NC
071,37,Gaston County,Gaston County-NC
073,37,Gates County,Gates County-NC
075,37,Graham County,Graham County-NC
077,37,Granville County,Granville County-NC
079,37,Greene County,Greene County-NC
081,37,Guilford County,Guilford County-NC
083,37,Halifax County,Halifax County-NC
085,37,Harnett County,Harnett County-NC
087,37,Haywood County,Haywood County-NC
089,37,Henderson County,Henderson County-NC
091,37,Hertford County,Hertford County-NC
093,37,Hoke County,Hoke County-NC
095,37,Hyde County,Hyde County-NC
097,37,Iredell County,Iredell County-NC
099,37,Jackson County,Jackson County-NC
101,37,Johnston County,Johnston County-NC
103,37,Jones County,Jones County-NC
105,37,Lee County,Lee County-NC
107,37,Lenoir County,Lenoir County-NC
109,37,Lincoln County,Lincoln County-NC
111,37,McDowell County,McDowell County-NC
113,37,Macon County,Macon County-NC
115,37,Madison County,Madison County-NC
117,37,Martin County,Martin County-NC
119,37,Mecklenburg County,Mecklenburg County-NC
121,37,Mitchell County,Mitchell County-NC
123,37,Montgomery County,Montgomery County-NC
125,37,Moore County,Moore County-NC
127,37,Nash County,Nash County-NC
129,37,New Hanover County,New Hanover County-NC
131,37,Northampton County,Northampton County-NC
133,37,Onslow County,Onslow County-NC
135,37,Orange County,Orange County-NC
137,37,Pamlico County,Pamlico County-NC
139,37,Pasquotank County,Pasquotank County-NC
141,37,Pender County,Pender County-NC
143,37,Perquimans County,Perquimans County-NC
145,37,Person County,Person County-NC
147,37,Pitt County,Pitt County-NC
149,37,Polk County,Polk County-NC
151,37,Randolph County,Randolph County-NC
153,37,Richmond County,Richmond County-NC
155,37,Robeson County,Robeson County-NC
157,37,Rockingham County,Rockingham County-NC
159,37,Rowan County,Rowan County-NC
161,37,Rutherford County,Rutherford County-NC
163,37,Sampson County,Sampson County-NC
165,37,Scotland County,Scotland County-NC
167,37,Stanly County,Stanly County-NC
169,37,Stokes County,Stokes County-NC
171,37,Surry County,Surry County-NC
173,37,Swain County,Swain County-NC
175,37,Transylvania County,Transylvania County-NC
177,37,Tyrrell County,Tyrrell County-NC
179,37,Union County,Union County-NC
181,37,Vance County,Vance County-NC
183,37,Wake County,Wake County-NC
185,37,Warren County,Warren County-NC
187,37,Washington County,Washington County-NC
189,37,Watauga County,Watauga County-NC
191,37,Wayne County,Wayne County-NC
193,37,Wilkes County,Wilkes County-NC
195,37,Wilson County,Wilson County-NC
197,37,Yadkin County,Yadkin County-NC
199,37,Yancey County,Yancey County-NC
000,38,North Dakota,North Dakota-ND
001,38,Adams County,Adams County-ND
003,38,Barnes County,Barnes County-ND
005,38,Benson County,Benson County-ND
007,38,Billings County,Billings County-ND
009,38,Bottineau County,Bottineau County-ND
011,38,Bowman County,Bowman County-ND
013,38,Burke County,Burke County-ND
015,38,Burleigh County,Burleigh County-ND
017,38,Cass County,Cass County-ND
019,38,Cavalier County,Cavalier County-ND
021,38,Dickey County,Dickey County-ND
023,38,Divide County,Divide County-ND
025,38,Dunn County,Dunn County-ND
027,38,Eddy County,Eddy County-ND
029,38,Emmons County,Emmons County-ND
031,38,Foster County,Foster County-ND
033,38,Golden Valley County,Golden Valley County-ND
035,38,Grand Forks County,Grand Forks County-ND
037,38,Grant County,Grant County-ND
039,38,Griggs County,Griggs County-ND
041,38,Hettinger County,Hettinger County-ND
043,38,Kidder County,Kidder County-ND
045,38,LaMoure County,LaMoure County-ND
047,38,Logan County,Logan County-ND
049,38,McHenry County,McHenry County-ND
051,38,McIntosh County,McIntosh County-ND
053,38,McKenzie County,McKenzie County-ND
055,38,McLean County,McLean County-ND
057,38,Mercer County,Mercer County-ND
059,38,Morton County,Morton County-ND
061,38,Mountrail County,Mountrail County-ND
063,38,Nelson County,Nelson County-ND
065,38,Oliver County,Oliver County-ND
067,38,Pembina County,Pembina County-ND
069,38,Pierce County,Pierce County-ND
071,38,Ramsey County,Ramsey County-ND
073,38,Ransom County,Ransom County-ND
075,38,Renville County,Renville County-ND
077,38,Richland County,Richland County-ND
079,38,Rolette County,Rolette County-ND
081,38,Sargent County,Sargent County-ND
083,38,Sheridan County,Sheridan County-ND
085,38,Sioux County,Sioux County-ND
087,38,Slope County,Slope County-ND
089,38,Stark County,Stark County-ND
091,38,Steele County,Steele County-ND
093,38,Stutsman County,Stutsman County-ND
095,38,Towner County,Towner County-ND
097,38,Traill County,Traill County-ND
099,38,Walsh County,Walsh County-ND
101,38,Ward County,Ward County-ND
103,38,Wells County,Wells County-ND
105,38,Williams County,Williams County-ND
000,39,Ohio,Ohio-OH
001,39,Adams County,Adams County-OH
003,39,Allen County,Allen County-OH
005,39,Ashland County,Ashland County-OH
007,39,Ashtabula County,Ashtabula County-OH
009,39,Athens County,Athens County-OH
011,39,Auglaize County,Auglaize County-OH
013,39,Belmont County,Belmont County-OH
015,39,Brown County,Brown County-OH
017,39,Butler County,Butler County-OH
019,39,Carroll County,Carroll County-OH
021,39,Champaign County,Champaign County-OH
023,39,Clark County,Clark County-OH
025,39,Clermont County,Clermont County-OH
027,39,Clinton County,Clinton County-OH
029,39,Columbiana County,Columbiana County-OH
031,39,Coshocton County,Coshocton County-OH
033,39,Crawford County,Crawford County-OH
035,39,Cuyahoga County,Cuyahoga County-OH
037,39,Darke County,Darke County-OH
039,39,Defiance County,Defiance County-OH
041,39,Delaware County,Delaware County-OH
043,39,Erie County,Erie County-OH
045,39,Fairfield County,Fairfield County-OH
047,39,Fayette County,Fayette County-OH
049,39,Franklin County,Franklin County-OH
051,39,Fulton County,Fulton County-OH
053,39,Gallia County,Gallia County-OH
055,39,Geauga County,Geauga County-OH
057,39,Greene County,Greene County-OH
059,39,Guernsey County,Guernsey County-OH
061,39,Hamilton County,Hamilton County-OH
063,39,Hancock County,Hancock County-OH
065,39,Hardin County,Hardin County-OH
067,39,Harrison County,Harrison County-OH
069,39,Henry County,Henry County-OH
071,39,Highland County,Highland County-OH
073,39,Hocking County,Hocking County-OH
075,39,Holmes County,Holmes County-OH
077,39,Huron County,Huron County-OH
079,39,Jackson County,Jackson County-OH
081,39,Jefferson County,Jefferson County-OH
083,39,Knox County,Knox County-OH
085,39,Lake County,Lake County-OH
087,39,Lawrence County,Lawrence County-OH
089,39,Licking County,Licking County-OH
091,39,Logan County,Logan County-OH
093,39,Lorain County,Lorain County-OH
095,39,Lucas County,Lucas County-OH
097,39,Madison County,Madison County-OH
099,39,Mahoning County,Mahoning County-OH
101,39,Marion County,Marion County-OH
103,39,Medina County,Medina County-OH
105,39,Meigs County,Meigs County-OH
107,39,Mercer County,Mercer County-OH
109,39,Miami County,Miami County-OH
111,39,Monroe County,Monroe County-OH
113,39,Montgomery County,Montgomery County-OH
115,39,Morgan County,Morgan County-OH
117,39,Morrow County,Morrow County-OH
119,39,Muskingum County,Muskingum County-OH
121,39,Noble County,Noble County-OH
123,39,Ottawa County,Ottawa County-OH
