County,State,Area name,Cty-St
021,51,Bland County,Bland County-VA
023,51,Botetourt County,Botetourt County-VA
025,51,Brunswick County,Brunswick County-VA
027,51,Buchanan County,Buchanan County-VA
029,51,Buckingham County,Buckingham County-VA
031,51,Campbell County,Campbell County-VA
033,51,Caroline County,Caroline County-VA
035,51,Carroll County,Carroll County-VA
036,51,Charles City County,Charles City County-VA
037,51,Charlotte County,Charlotte County-VA
041,51,Chesterfield County,Chesterfield County-VA
043,51,Clarke County,Clarke County-VA
045,51,Craig County,Craig County-VA
047,51,Culpeper County,Culpeper County-VA
049,51,Cumberland County,Cumberland County-VA
051,51,Dickenson County,Dickenson County-VA
053,51,Dinwiddie County,Dinwiddie County-VA
057,51,Essex County,Essex County-VA
059,51,Fairfax County,Fairfax County-VA
061,51,Fauquier County,Fauquier County-VA
063,51,Floyd County,Floyd County-VA
065,51,Fluvanna County,Fluvanna County-VA
067,51,Franklin County,Franklin County-VA
069,51,Frederick County,Frederick County-VA
071,51,Giles County,Giles County-VA
073,51,Gloucester County,Gloucester County-VA
075,51,Goochland County,Goochland County-VA
077,51,Grayson County,Grayson County-VA
079,51,Greene County,Greene County-VA
081,51,Greensville County,Greensville County-VA
083,51,Halifax County,Halifax County-VA
085,51,Hanover County,Hanover County-VA
087,51,Henrico County,Henrico County-VA
089,51,Henry County,Henry County-VA
091,51,Highland County,Highland County-VA
093,51,Isle of Wight County,Isle of Wight County-VA
095,51,James City County,James City County-VA
097,51,King and Queen County,King and Queen County-VA
099,51,King George County,King George County-VA
101,51,King William County,King William County-VA
103,51,Lancaster County,Lancaster County-VA
105,51,Lee County,Lee County-VA
107,51,Loudoun County,Loudoun County-VA
109,51,Louisa County,Louisa County-VA
111,51,Lunenburg County,Lunenburg County-VA
113,51,Madison County,Madison County-VA
115,51,Mathews County,Mathews County-VA
117,51,Mecklenburg County,Mecklenburg County-VA
119,51,Middlesex County,Middlesex County-VA
121,51,Montgomery County,Montgomery County-VA
125,51,Nelson County,Nelson County-VA
127,51,New Kent County,New Kent County-VA
131,51,Northampton County,Northampton County-VA
133,51,Northumberland County,Northumberland County-VA
135,51,Nottoway County,Nottoway County-VA
137,51,Orange County,Orange County-VA
139,51,Page County,Page County-VA
141,51,Patrick County,Patrick County-VA
143,51,Pittsylvania County,Pittsylvania County-VA
145,51,Powhatan County,Powhatan County-VA
147,51,Prince Edward County,Prince Edward County-VA
149,51,Prince George County,Prince George County-VA
153,51,Prince William County,Prince William County-VA
155,51,Pulaski County,Pulaski County-VA
157,51,Rappahannock County,Rappahannock County-VA
159,51,Richmond County,Richmond County-VA
161,51,Roanoke County,Roanoke County-VA
163,51,Rockbridge County,Rockbridge County-VA
165,51,Rockingham County,Rockingham County-VA
167,51,Russell County,Russell County-VA
169,51,Scott County,Scott County-VA
171,51,Shenandoah County,Shenandoah County-VA
173,51,Smyth County,Smyth County-VA
175,51,Southampton County,Southampton County-VA
177,51,Spotsylvania County,Spotsylvania County-VA
179,51,Stafford County,Stafford County-VA
181,51,Surry County,Surry County-VA
183,51,Sussex County,Sussex County-VA
185,51,Tazewell County,Tazewell County-VA
187,51,Warren County,Warren County-VA
191,51,Washington County,Washington County-VA
193,51,Westmoreland County,Westmoreland County-VA
195,51,Wise County,Wise County-VA
197,51,Wythe County,Wythe County-VA
199,51,York County,York County-VA
510,51,Alexandria city,Alexandria city-VA
515,51, Bedford city, Bedford city-VA
520,51,Bristol city,Bristol city-VA
530,51,Buena Vista city,Buena Vista city-VA
540,51,Charlottesville city,Charlottesville city-VA
550,51,Chesapeake city,Chesapeake city-VA
560,51, Clifton Forge city, Clifton Forge city-VA
570,51,Colonial Heights city,Colonial Heights city-VA
580,51,Covington city,Covington city-VA
590,51,Danville city,Danville city-VA
595,51,Emporia city,Emporia city-VA
600,51,Fairfax city,Fairfax city-VA
610,51,Falls Church city,Falls Church city-VA
620,51,Franklin city,Franklin city-VA
630,51,Fredericksburg city,Fredericksburg city-VA
640,51,Galax city,Galax city-VA
650,51,Hampton city,Hampton city-VA
660,51,Harrisonburg city,Harrisonburg city-VA
670,51,Hopewell city,Hopewell city-VA
678,51,Lexington city,Lexington city-VA
680,51,Lynchburg city,Lynchburg city-VA
683,51,Manassas city,Manassas city-VA
685,51,Manassas Park city,Manassas Park city-VA
690,51,Martinsville city,Martinsville city-VA
700,51,Newport News city,Newport News city-VA
710,51,Norfolk city,Norfolk city-VA
720,51,Norton city,Norton city-VA
730,51,Petersburg city,Petersburg city-VA
735,51,Poquoson city,Poquoson city-VA
740,51,Portsmouth city,Portsmouth city-VA
750,51,Radford city,Radford city-VA
760,51,Richmond city,Richmond city-VA
770,51,Roanoke city,Roanoke city-VA
775,51,Salem city,Salem city-VA
790,51,Staunton city,Staunton city-VA
800,51,Suffolk city,Suffolk city-VA
810,51,Virginia Beach city,Virginia Beach city-VA
820,51,Waynesboro city,Waynesboro city-VA
830,51,Williamsburg city,Williamsburg city-VA
840,51,Winchester city,Winchester city-VA
000,53,Washington,Washington-WA
001,53,Adams County,Adams County-WA
003,53,Asotin County,Asotin County-WA
005,53,Benton County,Benton County-WA
007,53,Chelan County,Chelan County-WA
009,53,Clallam County,Clallam County-WA
011,53,Clark County,Clark County-WA
013,53,Columbia County,Columbia County-WA
015,53,Cowlitz County,Cowlitz County-WA
017,53,Douglas County,Douglas County-WA
019,53,Ferry County,Ferry County-WA
021,53,Franklin County,Franklin County-WA
023,53,Garfield County,Garfield County-WA
025,53,Grant County,Grant County-WA
027,53,Grays Harbor County,Grays Harbor County-WA
029,53,Island County,Island County-WA
031,53,Jefferson County,Jefferson County-WA
033,53,King County,King County-WA
035,53,Kitsap County,Kitsap County-WA
037,53,Kittitas County,Kittitas County-WA
039,53,Klickitat County,Klickitat County-WA
041,53,Lewis County,Lewis County-WA
043,53,Lincoln County,Lincoln County-WA
045,53,Mason County,Mason County-WA
047,53,Okanogan County,Okanogan County-WA
049,53,Pacific County,Pacific County-WA
051,53,Pend Oreille County,Pend Oreille County-WA
053,53,Pierce County,Pierce County-WA
055,53,San Juan County,San Juan County-WA
057,53,Skagit County,Skagit County-WA
059,53,Skamania County,Skamania County-WA
061,53,Snohomish County,Snohomish County-WA
063,53,Spokane County,Spokane County-WA
065,53,Stevens County,Stevens County-WA
067,53,Thurston County,Thurston County-WA
069,53,Wahkiakum County,Wahkiakum County-WA
071,53,Walla Walla County,Walla Walla County-WA
073,53,Whatcom County,Whatcom County-WA
075,53,Whitman County,Whitman County-WA
077,53,Yakima County,Yakima County-WA
000,54,West Virginia,West Virginia-WV
001,54,Barbour County,Barbour County-WV
003,54,Berkeley County,Berkeley County-WV
005,54,Boone County,Boone County-WV
007,54,Braxton County,Braxton County-WV
009,54,Brooke County,Brooke County-WV
011,54,Cabell County,Cabell County-WV
013,54,Calhoun County,Calhoun County-WV
015,54,Clay County,Clay County-WV
017,54,Doddridge County,Doddridge County-WV
019,54,Fayette County,Fayette County-WV
021,54,Gilmer County,Gilmer County-WV
023,54,Grant County,Grant County-WV
025,54,Greenbrier County,Greenbrier County-WV
027,54,Hampshire County,Hampshire County-WV
029,54,Hancock County,Hancock County-WV
031,54,Hardy County,Hardy County-WV
033,54,Harrison County,Harrison County-WV
035,54,Jackson County,Jackson County-WV
037,54,Jefferson County,Jefferson County-WV
039,54,Kanawha County,Kanawha County-WV
041,54,Lewis County,Lewis County-WV
043,54,Lincoln County,Lincoln County-WV
045,54,Logan County,Logan County-WV
047,54,McDowell County,McDowell County-WV
049,54,Marion County,Marion County-WV
051,54,Marshall County,Marshall County-WV
053,54,Mason County,Mason County-WV
055,54,Mercer County,Mercer County-WV
057,54,Mineral County,Mineral County-WV
059,54,Mingo County,Mingo County-WV
061,54,Monongalia County,Monongalia County-WV
063,54,Monroe County,Monroe County-WV
065,54,Morgan County,Morgan County-WV
067,54,Nicholas County,Nicholas County-WV
069,54,Ohio County,Ohio County-WV
071,54,Pendleton County,Pendleton County-WV
073,54,Pleasants County,Pleasants County-WV
075,54,Pocahontas County,Pocahontas County-WV
077,54,Preston County,Preston County-WV
079,54,Putnam County,Putnam County-WV
081,54,Raleigh County,Raleigh County-WV
083,54,Randolph County,Randolph County-WV
085,54,Ritchie County,Ritchie County-WV
087,54,Roane County,Roane County-WV
089,54,Summers County,Summers County-WV
091,54,Taylor County,Taylor County-WV
093,54,Tucker County,Tucker County-WV
095,54,Tyler County,Tyler County-WV
097,54,Upshur County,Upshur County-WV
099,54,Wayne County,Wayne County-WV
101,54,Webster County,Webster County-WV
103,54,Wetzel County,Wetzel County-WV
105,54,Wirt County,Wirt County-WV
107,54,Wood County,Wood County-WV
109,54,Wyoming County,Wyoming County-WV
000,55,Wisconsin,Wisconsin-WI
001,55,Adams County,Adams County-WI
003,55,Ashland County,Ashland County-WI
005,55,Barron County,Barron County-WI
007,55,Bayfield County,Bayfield County-WI
009,55,Brown County,Brown County-WI
011,55,Buffalo County,Buffalo County-WI
013,55,Burnett County,Burnett County-WI
015,55,Calumet County,Calumet County-WI
017,55,Chippewa County,Chippewa County-WI
019,55,Clark County,Clark County-WI
021,55,Columbia County,Columbia County-WI
023,55,Crawford County,Crawford County-WI
025,55,Dane County,Dane County-WI
027,55,Dodge County,Dodge County-WI
029,55,Door County,Door County-WI
031,55,Douglas County,Douglas County-WI
033,55,Dunn County,Dunn County-WI
035,55,Eau Claire County,Eau Claire County-WI
037,55,Florence County,Florence County-WI
039,55,Fond du Lac County,Fond du Lac County-WI
041,55,Forest County,Forest County-WI
043,55,Grant County,Grant County-WI
045,55,Green County,Green County-WI
047,55,Green Lake County,Green Lake County-WI
049,55,Iowa County,Iowa County-WI
051,55,Iron County,Iron County-WI
053,55,Jackson County,Jackson County-WI
055,55,Jefferson County,Jefferson County-WI
057,55,Juneau County,Juneau County-WI
059,55,Kenosha County,Kenosha County-WI
061,55,Kewaunee County,Kewaunee County-WI
063,55,La Crosse County,La Crosse County-WI
065,55,Lafayette County,Lafayette County-WI
067,55,Langlade County,Langlade County-WI
069,55,Lincoln County,Lincoln County-WI
071,55,Manitowoc County,Manitowoc County-WI
073,55,Marathon County,Marathon County-WI
075,55,Marinette County,Marinette County-WI
077,55,Marquette County,Marquette County-WI
078,55,Menominee County,Menominee County-WI
079,55,Milwaukee County,Milwaukee County-WI
081,55,Monroe County,Monroe County-WI
083,55,Oconto County,Oconto County-WI
085,55,Oneida County,Oneida County-WI
087,55,Outagamie County,Outagamie County-WI
089,55,Ozaukee County,Ozaukee County-WI
091,55,Pepin County,Pepin County-WI
093,55,Pierce County,Pierce County-WI
095,55,Polk County,Polk County-WI
097,55,Portage County,Portage County-WI
099,55,Price County,Price County-WI
101,55,Racine County,Racine County-WI
103,55,Richland County,Richland County-WI
105,55,Rock County,Rock County-WI
107,55,Rusk County,Rusk County-WI
109,55,St. Croix County,St. Croix County-WI
111,55,Sauk County,Sauk County-WI
113,55,Sawyer County,Sawyer County-WI
115,55,Shawano County,Shawano County-WI
117,55,Sheboygan County,Sheboygan County-WI
119,55,Taylor County,Taylor County-WI
121,55,Trempealeau County,Trempealeau County-WI
123,55,Vernon County,Vernon County-WI
125,55,Vilas County,Vilas County-WI
127,55,Walworth County,Walworth County-WI
129,55,Washburn County,Washburn County-WI
131,55,Washington County,Washington County-WI
133,55,Waukesha County,Waukesha County-WI
135,55,Waupaca County,Waupaca County-WI
137,55,Waushara County,Waushara County-WI
139,55,Winnebago County,Winnebago County-WI
141,55,Wood County,Wood County-WI
000,56,Wyoming,Wyoming-WY
001,56,Albany County,Albany County-WY
003,56,Big Horn County,Big Horn County-WY
005,56,Campbell County,Campbell County-WY
007,56,Carbon County,Carbon County-WY
009,56,Converse County,Converse County-WY
011,56,Crook County,Crook County-WY
013,56,Fremont County,Fremont County-WY
015,56,Goshen County,Goshen County-WY
017,56,Hot Springs County,Hot Springs County-WY
019,56,Johnson County,Johnson County-WY
021,56,Laramie County,Laramie County-WY
023,56,Lincoln County,Lincoln County-WY
025,56,Natrona County,Natrona County-WY
027,56,Niobrara County,Niobrara County-WY
029,56,Park County,Park County-WY
031,56,Platte County,Platte County-WY
033,56,Sheridan County,Sheridan County-WY
035,56,Sublette County,Sublette County-WY
037,56,Sweetwater County,Sweetwater County-WY
039,56,Teton County,Teton County-WY
041,56,Uinta County,Uinta County-WY
043,56,Washakie County,Washakie County-WY
045,56,Weston County,Weston County-WY
000,72,Puerto Rico,Puerto Rico-PR
001,72,Adjuntas Municipio,Adjuntas Municipio-PR
003,72,Aguada Municipio,Aguada Municipio-PR
005,72,Aguadilla Municipio,Aguadilla Municipio-PR
007,72,Aguas Buenas Municipio,Aguas Buenas Municipio-PR
009,72,Aibonito Municipio,Aibonito Municipio-PR
011,72,Añasco Municipio,Añasco Municipio-PR
013,72,Arecibo Municipio,Arecibo Municipio-PR
015,72,Arroyo Municipio,Arroyo Municipio-PR
017,72,Barceloneta Municipio,Barceloneta Municipio-PR
019,72,Barranquitas Municipio,Barranquitas Municipio-PR
021,72,Bayamón Municipio,Bayamón Municipio-PR
023,72,Cabo Rojo Municipio,Cabo Rojo Municipio-PR
025,72,Caguas Municipio,Caguas Municipio-PR
027,72,Camuy Municipio,Camuy Municipio-PR
029,72,Canóvanas Municipio,Canóvanas Municipio-PR
031,72,Carolina Municipio,Carolina Municipio-PR
033,72,Cataño Municipio,Cataño Municipio-PR
035,72,Cayey Municipio,Cayey Municipio-PR
037,72,Ceiba Municipio,Ceiba Municipio-PR
039,72,Ciales Municipio,Ciales Municipio-PR
041,72,Cidra Municipio,Cidra Municipio-PR
043,72,Coamo Municipio,Coamo Municipio-PR
045,72,Comerío Municipio,Comerío Municipio-PR
047,72,Corozal Municipio,Corozal Municipio-PR
049,72,Culebra Municipio,Culebra Municipio-PR
051,72,Dorado Municipio,Dorado Municipio-PR
053,72,Fajardo Municipio,Fajardo Municipio-PR
054,72,Florida Municipio,Florida Municipio-PR
055,72,Guánica Municipio,Guánica Municipio-PR
057,72,Guayama Municipio,Guayama Municipio-PR
059,72,Guayanilla Municipio,Guayanilla Municipio-PR
061,72,Guaynabo Municipio,Guaynabo Municipio-PR
063,72,Gurabo Municipio,Gurabo Municipio-PR
065,72,Hatillo Municipio,Hatillo Municipio-PR
067,72,Hormigueros Municipio,Hormigueros Municipio-PR
069,72,Humacao Municipio,Humacao Municipio-PR
071,72,Isabela Municipio,Isabela Municipio-PR
073,72,Jayuya Municipio,Jayuya Municipio-PR
075,72,Juana Díaz Municipio,Juana Díaz Municipio-PR
077,72,Juncos Municipio,Juncos Municipio-PR
079,72,Lajas Municipio,Lajas Municipio-PR
081,72,Lares Municipio,Lares Municipio-PR
083,72,Las Marías Municipio,Las Marías Municipio-PR
085,72,Las Piedras Municipio,Las Piedras Municipio-PR
087,72,Loíza Municipio,Loíza Municipio-PR
089,72,Luquillo Municipio,Luquillo Municipio-PR
091,72,Manatí Municipio,Manatí Municipio-PR
093,72,Maricao Municipio,Maricao Municipio-PR
095,72,Maunabo Municipio,Maunabo Municipio-PR
097,72,Mayagüez Municipio,Mayagüez Municipio-PR
099,72,Moca Municipio,Moca Municipio-PR
101,72,Morovis Municipio,Morovis Municipio-PR
103,72,Naguabo Municipio,Naguabo Municipio-PR
105,72,Naranjito Municipio,Naranjito Municipio-PR
107,72,Orocovis Municipio,Orocovis Municipio-PR
109,72,Patillas Municipio,Patillas Municipio-PR
111,72,Peñuelas Municipio,Peñuelas Municipio-PR
113,72,Ponce Municipio,Ponce Municipio-PR
115,72,Quebradillas Municipio,Quebradillas Municipio-PR
117,72,Rincón Municipio,Rincón Municipio-PR
119,72,Río Grande Municipio,Río Grande Municipio-PR
121,72,Sabana Grande Municipio,Sabana Grande Municipio-PR
123,72,Salinas Municipio,Salinas Municipio-PR
125,72,San Germán Municipio,San Germán Municipio-PR
127,72,San Juan Municipio,San Juan Municipio-PR
129,72,San Lorenzo Municipio,San Lorenzo Municipio-PR
131,72,San Sebastián Municipio,San Sebastián Municipio-PR
133,72,Santa Isabel Municipio,Santa Isabel Municipio-PR
135,72,Toa Alta Municipio,Toa Alta Municipio-PR
137,72,Toa Baja Municipio,Toa Baja Municipio-PR
139,72,Trujillo Alto Municipio,Trujillo Alto Municipio-PR
141,72,Utuado Municipio,Utuado Municipio-PR
143,72,Vega Alta Municipio,Vega Alta Municipio-PR
145,72,Vega Baja Municipio,Vega Baja Municipio-PR
147,72,Vieques Municipio,Vieques Municipio-PR
149,72,Villalba Municipio,Villalba Municipio-PR
151,72,Yabucoa Municipio,Yabucoa Municipio-PR
153,72,Yauco Municipio,Yauco Municipio-PR
